SemanaId;OrganizacionId;TipoOperacionId;EstadoId;Cantidad;Volumen
202543;29;3;2;11;130911.04
202543;30;1;2;1;2231277.42
202543;30;1;3;3;7016116.89
202543;30;2;2;15;1176446
202543;30;4;2;4;3816751.53
202543;30;5;2;4;3816751.53
202543;31;1;2;1;5000
202543;31;2;2;3;44.86
202543;31;14;2;4;6398.28
202543;32;1;2;4;88801
202543;32;2;2;2;40100
202543;32;4;2;4;988
202543;32;5;2;4;988
202543;33;4;2;5;5.50
202543;33;5;2;5;5.50
202543;40;3;2;163;4271183.09
202544;1;3;3;4;42.17
202544;3;1;2;2;2
202544;3;3;2;5;11.90
202544;3;3;6;1;4.40
202544;4;1;2;35913;7892906507.17
202544;4;1;3;142;29764939.46
202544;4;2;2;68838;12317106339.15
202544;4;3;2;2305;41925293.73
202544;4;3;3;57;2437366.54
202544;4;3;6;3;120208.50
202544;4;4;2;184;11225371.09
202544;4;5;2;184;11225371.09
202544;5;1;2;825713;46414629883.64
202544;5;1;3;5569;1458768546.49
202544;5;2;2;1761500;49707746037.11
202544;5;3;2;50420;775208755.74
202544;5;3;3;1771;32271586.60
202544;5;3;6;39;1097953.18
202544;5;3;7;1;12000
202544;5;4;2;918;81169571.91
202544;5;5;2;918;81169571.91
202544;6;2;2;2;200000000
202544;6;3;2;8395;171621474.24
202544;6;3;3;385;12137342.44
202544;6;3;6;78;2073293.68
202544;6;3;7;2;97055.64
202544;8;1;2;5;1753982.81
202544;8;2;2;52;5741516.49
202544;9;1;2;3862;31997920.83
202544;9;1;3;31;399428.87
202544;9;2;2;9106;81911375.47
202544;9;3;2;783;13880411.85
202544;9;3;3;22;2857797.64
202544;9;3;6;1;7100
202544;9;4;2;67;699256.80
202544;9;5;2;67;699256.80
202544;9;7;2;9881;35264069
202544;13;1;2;1178;109255749.72
202544;13;1;3;1;1
202544;13;2;2;34;56015904.80
202544;13;4;2;8;7255630.04
202544;13;5;2;8;7255630.04
202544;14;1;2;491;641648182.27
202544;14;1;3;6;272218.10
202544;14;2;2;702;652104451.44
202544;14;3;2;31;545512.15
202544;14;3;3;2;44800
202544;14;4;2;1280;697121244.31
202544;14;5;2;1280;697121244.31
202544;15;1;2;1795;324558641.28
202544;15;1;3;24;2323869.20
202544;15;2;2;1878;467356268.61
202544;15;3;2;39;425486.52
202544;15;4;2;1880;482120052.02
202544;15;5;2;1880;482120052.02
202544;16;1;2;6;8832.11
202544;16;2;2;8;5047956.55
202544;16;3;2;239;7373445.37
202544;16;3;3;7;380566.72
202544;16;4;2;2;2000
202544;16;5;2;2;2000
202544;18;2;2;478;368014443.24
202544;18;3;2;15401;348774324.96
202544;18;3;3;330;61674652.05
202544;18;3;6;23;1049974.23
202544;18;3;7;2;61148.92
202544;19;1;2;15;4211666.98
202544;19;2;2;20;2963601
202544;19;4;2;1;1
202544;19;5;2;1;1
202544;20;1;2;245;121466780.45
202544;20;1;3;6;2178098.78
202544;20;2;2;100;9401695.19
202544;20;9;2;44;3749673.41
202544;20;9;5;29;3326184.83
202544;20;10;2;227;82169.10
202544;22;2;2;1;4400
202544;24;1;2;93782;11995269678.36
202544;24;1;3;813;299457787.13
202544;24;2;2;74321;17434257271.94
202544;24;3;2;10920;165459431.09
202544;24;3;3;286;7123624.11
202544;24;3;6;8;630817.81
202544;24;3;7;2;76900
202544;25;1;2;33;11044
202544;25;2;2;28;38
202544;28;1;2;6;69675850
202544;28;2;2;262;67229017.84
202544;29;1;2;1;9.92
202544;29;3;2;9;374558.03
202544;29;3;3;3;38934
202544;30;1;2;3;2902646.29
202544;30;2;2;23;3386661.44
202544;30;4;2;4;1424600.39
202544;30;5;2;4;1424600.39
202544;31;2;2;3;42334.40
202544;32;1;2;12;294553.50
202544;32;2;2;1;750000
202544;32;3;2;2;29000
202544;32;4;2;2;763638
202544;32;5;2;2;763638
202544;33;1;2;2;2
202544;33;2;2;2;2001
202544;33;4;2;9;2111.11
202544;33;5;2;9;2111.11
202544;33;9;2;1;17000
202544;40;2;2;1;20000000
202544;40;3;2;650;18446100.15
202544;40;3;3;12;401010
202544;40;3;6;1;202400
202544;42;1;2;3;9.29
202544;42;2;2;5;24.60
202545;4;1;2;39073;5997571172.12
202545;4;1;3;267;35646885.94
202545;4;2;2;82520;12494392194.12
202545;4;3;2;2369;41753949.39
202545;4;3;3;61;1491458.38
202545;4;3;6;1;52142.38
202545;4;4;2;206;8986596.44
202545;4;5;2;206;8986596.44
202545;5;1;2;964418;52662575437.25
202545;5;1;3;6885;489706308.07
202545;5;2;2;2105613;63546146067.30
202545;5;3;2;53230;881847108.61
202545;5;3;3;2176;44687117.62
202545;5;3;6;40;2109169.07
202545;5;3;7;2;26078.81
202545;5;4;2;1053;108618894.40
202545;5;5;2;1053;108618894.40
202545;6;2;2;2;200000000
202545;6;3;2;9444;217593705.28
202545;6;3;3;561;16625949.83
202545;6;3;6;80;2335740.62
202545;8;1;2;3;517001
202545;8;2;2;130;4670171.80
202545;9;1;2;4306;49324965.01
202545;9;1;3;27;421141
202545;9;2;2;10068;107756594.72
202545;9;3;2;765;10047162.86
202545;9;3;3;10;1857727
202545;9;4;2;48;1078140
202545;9;5;2;48;1078140
202545;9;7;2;10364;37224530
202545;9;13;5;1;125
202545;13;1;2;1355;141369673.09
202545;13;2;2;30;28799769.61
202545;13;4;2;8;7539005
202545;13;5;2;8;7539005
202545;14;1;2;450;310502142.97
202545;14;1;3;11;1791713.17
202545;14;2;2;644;309918413.83
202545;14;3;2;27;463756.03
202545;14;3;3;1;15000
202545;14;4;2;1305;377203547.75
202545;14;5;2;1305;377203547.75
202545;15;1;2;1796;410333912.35
202545;15;1;3;15;3414439.92
202545;15;2;2;1642;341972988.98
202545;15;3;2;21;217349.03
202545;15;4;2;1731;475430773.99
202545;15;5;2;1731;475430773.99
202545;16;1;2;11;307800.99
202545;16;2;2;14;6419122
202545;16;3;2;169;5043146.57
202545;16;3;3;12;365668.60
202545;16;4;2;3;37350
202545;16;5;2;3;37350
202545;18;2;2;459;404732952.71
202545;18;3;2;16931;400800885.49
202545;18;3;3;471;16536239.42
202545;18;3;6;20;820300.27
202545;18;3;7;2;61772.77
202545;19;1;2;14;2109953.99
202545;19;2;2;10;2479600
202545;20;1;2;95;13957962.68
202545;20;1;3;1;5880.60
202545;20;2;2;170;18366625.88
202545;20;9;2;69;9414935.83
202545;20;9;5;48;2743016.95
202545;20;10;2;68;6187.14
202545;21;3;2;3;46
202545;24;1;2;137388;28168052255.94
202545;24;1;3;1017;392524607.37
202545;24;2;2;108002;24512967176.44
202545;24;3;2;13882;238703253.58
202545;24;3;3;358;7879241.39
202545;24;3;6;57;4621310.66
202545;24;3;7;2;70789.50
202545;25;1;2;15;25
202545;25;1;3;1;1
202545;25;2;2;10;10
202545;25;4;2;2;22074.49
202545;25;5;2;2;22074.49
202545;28;1;2;7;69591066
202545;28;2;2;271;104287114.44
202545;29;1;2;2;44558.02
202545;29;3;2;4;139891
202545;29;3;3;1;100500
202545;30;1;2;1;600
202545;30;2;2;11;3240668.24
202545;30;4;2;5;4976909.35
202545;30;5;2;5;4976909.35
202545;31;1;2;12;13600
202545;31;2;2;1;10
202545;31;14;2;2;10.10
202545;32;1;2;11;144603
202545;32;2;2;4;10170
202545;32;3;2;4;203510.66
202545;32;4;2;7;313
202545;32;5;2;7;313
202545;33;1;2;1;100
202545;33;1;3;3;4200
202545;33;2;2;6;72200
202545;33;4;2;8;800.04
202545;33;5;2;8;800.04
202545;33;9;2;2;37000
202545;33;9;5;1;21700
202545;33;10;2;1;10
202545;33;10;3;1;10000
202545;40;2;2;2;35000000
202545;40;3;2;1000;32745810.27
202545;40;3;3;27;555540.69
202545;40;3;6;2;9598.10
202545;40;3;7;2;28711.90
202545;42;1;2;7;100037
202545;42;1;3;1;1
202545;42;2;2;7;110117.43
202546;3;1;2;3;3
202546;3;1;3;1;1
202546;3;3;2;11;31.70
202546;3;3;3;4;4
202546;3;3;6;3;13.20
202546;4;1;2;39068;4962432843.96
202546;4;1;3;154;10248476.24
202546;4;2;2;71600;9339544183.85
202546;4;3;2;2309;44064741.71
202546;4;3;3;28;506829.07
202546;4;3;6;5;236093.03
202546;4;4;2;209;9480740.60
202546;4;5;2;209;9480740.60
202546;5;1;2;968849;47801347143.56
202546;5;1;3;4723;255175089.26
202546;5;2;2;2077575;57753133125.13
202546;5;3;2;59923;1012182456.48
202546;5;3;3;1382;28355748.81
202546;5;3;5;1;10000
202546;5;3;6;39;1170083.28
202546;5;3;7;1;2000
202546;5;4;2;1235;118282174.69
202546;5;5;2;1234;118252174.69
202546;6;2;2;2;230000000
202546;6;3;2;10712;241666046.84
202546;6;3;3;477;14226465.75
202546;6;3;6;58;1644566.99
202546;8;1;2;5;1053500
202546;8;1;3;9;5399500
202546;8;2;2;53;1565544.18
202546;9;1;2;4374;47365753.16
202546;9;1;3;26;209563.45
202546;9;2;2;10151;97242430.89
202546;9;3;2;858;13297967.05
202546;9;3;3;4;28827
202546;9;4;2;59;1167161
202546;9;5;2;59;1167161
202546;9;7;2;11103;39999349
202546;13;1;2;1205;116741028.65
202546;13;2;2;35;31758680.61
202546;13;3;2;3;61900
202546;13;3;3;1;21500
202546;13;4;2;11;17350000
202546;13;5;2;11;17350000
202546;14;1;2;453;339566242.70
202546;14;1;3;6;688384.38
202546;14;2;2;635;324029937.21
202546;14;3;2;20;292365.59
202546;14;4;2;1149;378552008.47
202546;14;5;2;1149;378552008.47
202546;15;1;2;1804;404819517.83
202546;15;1;3;8;113839.04
202546;15;2;2;1514;552334818.51
202546;15;3;2;30;664311.76
202546;15;4;2;1674;425435943.26
202546;15;5;2;1674;425435943.26
202546;16;1;2;5;51990
202546;16;2;2;5;5078956
202546;16;3;2;144;6049798.29
202546;16;3;3;9;196572.40
202546;16;4;2;1;5000
202546;16;5;2;1;5000
202546;18;2;2;493;405797276.23
202546;18;3;2;18309;417328319.36
202546;18;3;3;164;9665464.63
202546;18;3;5;1;8400
202546;18;3;6;23;2227539.80
202546;19;1;2;8;5614894.70
202546;19;1;3;1;942.65
202546;19;2;2;9;6091443
202546;20;1;2;101;15744321.92
202546;20;1;3;4;13394.75
202546;20;2;2;136;18907685.28
202546;20;9;2;52;3680535.35
202546;20;9;5;48;4226709.08
202546;20;10;2;54;3582.49
202546;21;3;2;4;60
202546;24;1;2;144137;16636854439.64
202546;24;1;3;579;45860370.65
202546;24;2;2;93056;14685155943.27
202546;24;3;2;15291;255995023.04
202546;24;3;3;232;7660338.33
202546;24;3;6;33;1176618.49
202546;27;1;2;6;2190
202546;27;2;2;13;20808900.95
202546;27;3;2;2;69800
202546;27;4;2;15;20875790.95
202546;27;5;2;15;20875790.95
202546;28;1;2;6;97757175
202546;28;2;2;270;70262873.58
202546;29;3;2;7;549594.79
202546;30;1;2;2;8801187.99
202546;30;2;2;25;3441975.99
202546;30;4;2;9;4164748.37
202546;30;5;2;9;4164748.37
202546;31;1;2;8;13344.23
202546;31;2;2;1;17
202546;31;14;2;5;12098.85
202546;31;14;3;1;1000
202546;32;1;2;9;131140
202546;32;2;2;3;200010
202546;32;3;2;2;85130
202546;32;4;2;8;2241
202546;32;5;2;8;2241
202546;33;2;2;4;21100
202546;33;4;2;10;6987.09
202546;33;5;2;10;6987.09
202546;33;9;2;1;16100
202546;33;9;5;1;20000
202546;40;2;2;2;35000000
202546;40;3;2;1130;33590975.59
202546;40;3;3;13;585219.77
202546;40;3;6;3;63837.71
202546;42;1;2;17;42875.93
202546;42;2;2;11;51351.19
202547;3;1;2;1;1
202547;3;3;2;25;80.20
202547;3;3;6;7;30.80
202547;4;1;2;33560;4142480547.66
202547;4;1;3;192;13680336.40
202547;4;2;2;51685;6386616463.39
202547;4;3;2;2198;37083835.61
202547;4;3;3;72;1729489.34
202547;4;3;6;3;115721.02
202547;4;4;2;218;14056065.31
202547;4;5;2;218;14056065.31
202547;5;1;2;919593;40621148847.24
202547;5;1;3;5836;299259955.09
202547;5;2;2;2026559;54156716468.94
202547;5;3;2;60937;1019859743.72
202547;5;3;3;1188;31326858.89
202547;5;3;6;39;1432356.33
202547;5;3;7;2;89719.28
202547;5;4;2;1111;102177341.40
202547;5;5;2;1111;102177341.40
202547;6;2;2;2;300000000
202547;6;3;2;10843;244574928.88
202547;6;3;3;459;13499553.15
202547;6;3;6;75;2288167.93
202547;6;3;7;1;32500
202547;9;1;2;4273;37770180.56
202547;9;1;3;36;487257.57
202547;9;2;2;10209;120858394.88
202547;9;3;2;841;13152649.03
202547;9;3;3;23;1690900
202547;9;3;5;1;9040
202547;9;4;2;63;483893.13
202547;9;5;2;63;483893.13
202547;9;7;2;10893;39603738
202547;13;1;2;1709;189127061.41
202547;13;2;2;32;85188541.26
202547;13;4;2;10;6156083
202547;13;5;2;10;6156083
202547;14;1;2;377;152702921.51
202547;14;1;3;8;150346.96
202547;14;2;2;560;192160592.55
202547;14;3;2;26;515035.22
202547;14;4;2;1023;229869222.88
202547;14;5;2;1023;229869222.88
202547;15;1;2;1530;355054517.71
202547;15;1;3;22;2537880.06
202547;15;2;2;1310;217079897.38
202547;15;3;2;55;1612783.50
202547;15;4;2;1357;424369140.18
202547;15;5;2;1357;424369140.18
202547;16;1;2;44;1344471
202547;16;2;2;25;10840274.49
202547;16;3;2;150;4845998.19
202547;16;3;3;2;82150
202547;16;3;6;2;18586.38
202547;18;2;2;528;419045050.81
202547;18;3;2;19090;417537387.65
202547;18;3;3;333;8099795.74
202547;18;3;6;14;2017950.17
202547;19;1;2;9;5665806.07
202547;19;2;2;59;7420900
202547;20;1;2;204;22793831.95
202547;20;1;3;9;752433.68
202547;20;2;2;267;25762813.02
202547;20;9;2;127;11997095.41
202547;20;9;5;27;860172.87
202547;20;10;2;23;378.76
202547;20;10;4;57;4077.80
202547;24;1;2;127144;12077340303.14
202547;24;1;3;1350;799328090.46
202547;24;2;2;81347;11943234692.67
202547;24;3;2;15257;256280967.45
202547;24;3;3;302;6646056.15
202547;24;3;6;27;1041167.72
202547;25;1;2;30;1034
202547;25;2;2;22;1145.01
202547;25;4;2;1;1123.01
202547;25;5;2;1;1123.01
202547;27;1;2;10;20941825.92
202547;27;2;2;14;3973589
202547;27;3;2;5;134615
202547;27;4;2;25;2418434
202547;27;5;2;25;2418434
202547;28;1;2;5;82192061.98
202547;28;2;2;229;70382668.69
202547;29;3;2;11;622716.37
202547;30;1;2;6;3213627.36
202547;30;2;2;25;3913441.68
202547;30;4;2;5;2945681.67
202547;30;5;2;5;2945681.67
202547;31;1;2;1;121
202547;31;14;2;2;171
202547;32;1;2;3;134270
202547;32;2;2;1;100000
202547;32;3;2;1;16600
202547;32;4;2;4;2342.70
202547;32;5;2;4;2342.70
202547;33;2;2;1;2000
202547;36;3;2;8;3550
202547;36;3;3;1;250
202547;36;3;6;1;2000
202547;37;1;2;1;10
202547;37;2;2;1;10
202547;40;2;2;2;35000000
202547;40;3;2;1264;32316937.08
202547;40;3;3;16;357946.01
202547;40;3;6;2;1002498
202547;42;1;2;2;503
202547;43;1;2;7;4560.50
202547;43;2;2;21;18019
202547;43;4;2;8;1310
202547;43;5;2;8;1310
202548;3;1;2;1;1
202548;3;2;2;1;31281098.12
202548;3;3;2;1;1
202548;4;1;2;31235;3362632460.72
202548;4;1;3;52;2025553.80
202548;4;2;2;63450;7901923921.78
202548;4;3;2;1926;32622366.95
202548;4;3;3;43;1298020.77
202548;4;3;6;3;146529.22
202548;4;4;2;179;10515617.46
202548;4;5;2;179;10515617.46
202548;5;1;2;890017;41107227797.67
202548;5;1;3;2855;195394438.39
202548;5;2;2;1945822;53977789241.34
202548;5;3;2;63527;1063570560.90
202548;5;3;3;1116;20929640.03
202548;5;3;5;2;278594.50
202548;5;3;6;52;1184969.54
202548;5;3;7;8;382904.63
202548;5;4;2;1073;101422321.47
202548;5;5;2;1073;101422321.47
202548;6;2;2;2;200000000
202548;6;3;2;10936;223534303.55
202548;6;3;3;491;13363606.68
202548;6;3;6;60;1660069.78
202548;9;1;2;4235;70596113.44
202548;9;1;3;14;79900
202548;9;2;2;10432;95359144.32
202548;9;3;2;891;12609655.60
202548;9;3;3;7;230978
202548;9;3;6;1;7000
202548;9;4;2;59;871976
202548;9;5;2;59;871976
202548;9;7;2;11126;41137627
202548;11;1;2;12;2700
202548;11;2;2;14;2900
202548;11;4;2;2;200
202548;11;5;2;2;200
202548;13;1;2;1504;142052556.29
202548;13;1;3;1;10000
202548;13;2;2;32;54370514.60
202548;13;4;2;2;200000
202548;13;5;2;2;200000
202548;14;1;2;470;220798566.62
202548;14;1;3;6;559042.18
202548;14;2;2;630;191749888.08
202548;14;3;2;41;714019.08
202548;14;3;3;2;30000
202548;14;4;2;1205;228557536.39
202548;14;5;2;1205;228557536.39
202548;15;1;2;1356;371593056.71
202548;15;1;3;11;2446110.24
202548;15;2;2;1160;380858868.71
202548;15;3;2;44;579442.96
202548;15;3;3;1;68600
202548;15;4;2;1170;273718748.17
202548;15;5;2;1170;273718748.17
202548;16;1;2;31;404237.99
202548;16;1;3;3;180000
202548;16;2;2;13;294982.08
202548;16;3;2;181;5362039.78
202548;16;3;3;15;345696.30
202548;16;4;2;1;1000
202548;16;5;2;1;1000
202548;18;2;2;663;472878471.93
202548;18;3;2;20284;460744338.81
202548;18;3;3;263;25225970.72
202548;18;3;6;17;1411278.04
202548;18;3;7;1;14963.10
202548;19;1;2;14;7337822.22
202548;19;2;2;11;7718088
202548;20;1;2;164;10364199.38
202548;20;2;2;196;21301578.91
202548;20;9;2;67;13503123.22
202548;20;9;5;33;2700101
202548;20;10;2;34;897.44
202548;20;10;4;39;2786.99
202548;24;1;2;129829;15530889702.05
202548;24;1;3;790;704449138.24
202548;24;2;2;86515;17419353262.19
202548;24;3;2;16316;269639621.72
202548;24;3;3;303;7078239.83
202548;24;3;5;1;28400
202548;24;3;6;27;2002932.74
202548;24;3;7;2;45549.76
202548;25;2;2;1;0.10
202548;27;1;2;19;1993860
202548;27;2;2;20;5124146
202548;27;3;2;9;236036.60
202548;27;4;2;42;6999042.60
202548;27;5;2;42;6999042.60
202548;28;1;2;6;53036678
202548;28;2;2;237;79084406.24
202548;29;1;2;1;1.98
202548;29;3;2;9;162295
202548;30;1;2;4;3970771.69
202548;30;2;2;13;3049510
202548;30;4;2;9;4194740.13
202548;30;5;2;9;4194740.13
202548;31;1;2;3;1100.11
202548;31;2;2;4;1221.74
202548;31;14;2;2;1249
202548;32;1;2;1;100
202548;32;1;3;1;7590
202548;32;2;2;2;22.77
202548;32;4;2;1;100
202548;32;5;2;1;100
202548;33;2;2;1;10000
202548;33;4;2;6;16800.15
202548;33;5;2;6;16800.15
202548;40;2;2;1;20000000
202548;40;3;2;1277;35237962.29
202548;40;3;3;20;875528.96
202548;43;1;2;10;132651
202548;43;2;2;29;341120.34
202548;43;3;2;11;70098
202548;43;3;6;1;650
202548;43;4;2;8;11100
202548;43;5;2;8;11100
202549;3;1;2;2;2
202549;3;3;2;2;2
202549;4;1;2;34969;4520859756.97
202549;4;1;3;325;39440542.27
202549;4;2;2;78413;11455102225.94
202549;4;3;2;1977;39957009.81
202549;4;3;3;80;1378564.83
202549;4;3;6;4;294217.34
202549;4;3;7;1;69890.26
202549;4;4;2;203;24935804.08
202549;4;5;2;203;24935804.08
202549;5;1;2;1045064;61093085724.20
202549;5;1;3;8998;601933823.53
202549;5;2;2;2309751;72543189298.73
202549;5;3;2;71049;1277455077.39
202549;5;3;3;3318;75382885.84
202549;5;3;6;56;2532030.86
202549;5;3;7;2;28975
202549;5;4;2;1426;144121991.95
202549;5;5;2;1426;144121991.95
202549;6;2;2;2;300000000
202549;6;3;2;14698;305578467.41
202549;6;3;3;1163;30322990.58
202549;6;3;6;92;2704361.53
202549;6;3;7;1;12670
202549;9;1;2;4280;47176272.52
202549;9;1;3;52;586573.32
202549;9;2;2;10618;117417238.05
202549;9;3;2;808;22416251.47
202549;9;3;3;28;150865.01
202549;9;4;2;86;1953590
202549;9;5;2;86;1953590
202549;9;7;2;11297;40166486
202549;13;1;2;1137;110803836.27
202549;13;1;3;5;1884245.10
202549;13;2;2;35;36978133.50
202549;13;3;2;2;50991.11
202549;13;4;2;5;227000.96
202549;13;5;2;5;227000.96
202549;14;1;2;499;416257160.69
202549;14;1;3;2;853311.47
202549;14;2;2;550;408385198.57
202549;14;3;2;27;485162.54
202549;14;3;3;2;59730.96
202549;14;4;2;1184;484517363.33
202549;14;5;2;1184;484517363.33
202549;15;1;2;1260;346827399.76
202549;15;1;3;10;355772.55
202549;15;2;2;1237;289753172.92
202549;15;3;2;32;397426.55
202549;15;4;2;1536;404712729.28
202549;15;5;2;1536;404712729.28
202549;16;1;2;50;1950461.98
202549;16;2;2;39;12293087.48
202549;16;3;2;116;3385518.26
202549;16;3;3;33;602495.66
202549;16;4;2;9;16222
202549;16;5;2;9;16222
202549;18;2;2;783;481663947.04
202549;18;3;2;21114;488523585.87
202549;18;3;3;991;26937862.36
202549;18;3;5;3;53892
202549;18;3;6;28;532575.39
202549;18;3;7;3;210892.73
202549;19;1;2;20;14092893.94
202549;19;1;3;1;91885.08
202549;19;2;2;11;9379019.64
202549;20;1;2;200;24449595.72
202549;20;1;3;2;2805913
202549;20;2;2;218;12718273.80
202549;20;9;2;62;5452796
202549;20;9;5;35;1448167.06
202549;20;10;2;83;12153.37
202549;24;1;2;163013;33143691327.75
202549;24;1;3;1674;334881305.74
202549;24;2;2;130876;33677907495.31
202549;24;3;2;17965;323617170.12
202549;24;3;3;1026;29821369.41
202549;24;3;6;32;1968735.46
202549;24;3;7;3;122654.27
202549;25;1;2;2;2
202549;25;2;2;2;1.90
202549;27;1;2;28;1675840
202549;27;2;2;19;1725246
202549;27;3;2;19;383339.68
202549;27;3;3;4;117350.68
202549;27;4;2;64;3384173.36
202549;27;5;2;64;3384173.36
202549;28;1;2;5;86746713
202549;28;2;2;342;107142764.92
202549;29;2;2;3;1000000
202549;29;3;2;17;650865.85
202549;30;1;2;4;438406.72
202549;30;2;2;29;2143984
202549;30;4;2;2;756713
202549;30;5;2;2;756713
202549;31;1;2;85;4245852
202549;31;2;2;8;1128001.62
202549;31;14;2;60;3912108.72
202549;31;14;3;13;90586.18
202549;32;1;2;4;1464
202549;32;2;2;2;30.06
202549;32;3;2;1;11440
202549;32;4;2;1;0.10
202549;32;5;2;1;0.10
202549;33;2;2;1;30000
202549;33;4;2;2;0.02
202549;33;5;2;2;0.02
202549;33;9;2;2;48000
202549;34;2;2;2;2500
202549;34;9;2;2;2500
202549;34;9;3;1;1500
202549;36;3;2;1;3600
202549;37;1;2;3;60.49
202549;37;2;2;7;26.04
202549;40;2;2;2;65000000
202549;40;3;2;1294;33172633.59
202549;40;3;3;207;3635558.73
202549;40;3;6;1;180
202549;42;1;2;6;7226626
202549;42;1;3;1;2000000
202549;42;2;2;3;7250006
202549;43;1;2;19;287497.93
202549;43;2;2;43;620029
202549;43;3;2;10;118700.05
202549;43;4;2;3;3100.11
202549;43;5;2;3;3100.11
202550;3;1;2;1;1
202550;3;1;3;2;62562196.24
202550;3;2;2;1;1
202550;4;1;2;35366;4376259382.19
202550;4;1;3;186;18702018.08
202550;4;2;2;62488;7898423591.68
202550;4;3;2;1965;46584548.81
202550;4;3;3;135;4793490.12
202550;4;3;6;1;7000
202550;4;4;2;193;23623494.94
202550;4;5;2;193;23623494.94
202550;5;1;2;1051536;55744743506.24
202550;5;1;3;5144;343406317.81
202550;5;2;2;2313829;68257078409.44
202550;5;3;2;72636;1346689183.16
202550;5;3;3;3523;75326692.94
202550;5;3;5;1;8606.40
202550;5;3;6;60;2540738.81
202550;5;3;7;1;84000
202550;5;4;2;1239;100987018.84
202550;5;5;2;1239;100987018.84
202550;6;2;2;3;423000000
202550;6;3;2;15257;330533754.70
202550;6;3;3;1498;37012845.63
202550;6;3;6;92;2332401.92
202550;6;3;7;2;51575.50
202550;9;1;2;4455;82804623.95
202550;9;1;3;18;31428898.12
202550;9;2;2;10813;110216661.99
202550;9;3;2;808;11094891.20
202550;9;3;3;65;2841028.48
202550;9;4;2;77;1459750
202550;9;5;2;77;1459750
202550;9;7;2;11578;42141793
202550;13;1;2;1369;129381068.02
202550;13;1;3;6;1125287.12
202550;13;2;2;18;26810200
202550;13;4;2;7;462813.45
202550;13;5;2;7;462813.45
202550;14;1;2;390;136759303.25
202550;14;1;3;3;1100000
202550;14;2;2;390;134365835.36
202550;14;3;2;38;697096.54
202550;14;3;3;3;37826.17
202550;14;4;2;863;177256398.42
202550;14;5;2;863;177256398.42
202550;15;1;2;1411;316044430.91
202550;15;1;3;6;1440529.87
202550;15;2;2;1341;374256242.14
202550;15;3;2;29;537787.20
202550;15;3;3;1;1
202550;15;3;6;5;1175
202550;15;4;2;1222;353344964.08
202550;15;5;2;1222;353344964.08
202550;15;14;2;2;1677534.97
202550;16;1;2;382;19495658.67
202550;16;1;3;2;347800
202550;16;2;2;407;17642181.91
202550;16;3;2;132;5948660.68
202550;16;3;3;11;114846.35
202550;16;4;2;1;18555
202550;16;5;2;1;18555
202550;18;2;2;925;487213173.88
202550;18;3;2;19307;499212524.86
202550;18;3;3;1049;26964041.53
202550;18;3;5;2;223241.81
202550;18;3;6;28;1217085.19
202550;18;3;7;4;198918.09
202550;19;1;2;23;11843695.53
202550;19;2;2;14;13069101
202550;19;4;2;10;17.51
202550;19;5;2;10;17.51
202550;20;1;2;108;12130450
202550;20;1;3;1;190.47
202550;20;2;2;120;4667033.24
202550;20;9;2;29;656553
202550;20;9;5;17;308844
202550;20;10;2;38;5786.90
202550;24;1;2;183377;21908071285.50
202550;24;1;3;1172;1327193608.80
202550;24;2;2;120387;18087507294.76
202550;24;3;2;20150;395673472.16
202550;24;3;3;1159;23898681.70
202550;24;3;5;1;15000
202550;24;3;6;28;876990.29
202550;24;3;7;2;87407.83
202550;27;1;2;35;2813619
202550;27;2;2;29;2845600
202550;27;3;2;23;729126.57
202550;27;4;2;81;6925499.25
202550;27;5;2;81;6925499.25
202550;28;1;2;9;97833240
202550;28;2;2;259;127807318.69
202550;29;1;2;1;0.99
202550;29;2;2;1;500000
202550;29;3;2;6;713673.04
202550;29;3;3;1;800
202550;30;1;2;5;7506144.16
202550;30;2;2;28;6052099.18
202550;30;4;2;5;7234675.32
202550;30;5;2;5;7234675.32
202550;31;1;2;5;3422
202550;31;2;2;3;76409.75
202550;31;14;2;8;4022.78
202550;31;14;3;4;160772.34
202550;32;1;2;5;139800
202550;32;2;2;3;220000
202550;32;4;2;5;3210
202550;32;5;2;5;3210
202550;33;4;2;2;0.02
202550;33;5;2;2;0.02
202550;33;10;2;1;10
202550;34;2;2;4;6100
202550;34;9;2;3;5082.21
202550;34;9;3;1;1582.77
202550;36;3;2;13;312587.15
202550;37;1;2;5;26869
202550;37;2;2;6;32002
202550;40;2;2;1;40000000
202550;40;3;2;1520;41335767.63
202550;40;3;3;99;2696074.69
202550;42;1;2;4;445152
202550;42;2;2;3;450007
202550;43;1;2;21;414061
202550;43;2;2;33;793302.80
202550;43;3;2;23;358195
202550;43;3;3;2;22330
202550;43;4;2;7;28201.01
202550;43;5;2;7;28201.01
202551;3;1;2;1;1
202551;3;3;2;7;20.80
202551;3;3;6;2;8.80
202551;4;1;2;33377;4008827744.47
202551;4;1;3;304;92398226.66
202551;4;2;2;59417;7909968543.97
202551;4;3;2;2052;41387008.15
202551;4;3;3;57;3821643.14
202551;4;3;6;3;129135.79
202551;4;4;2;175;14034129.76
202551;4;5;2;175;14034129.76
202551;5;1;2;1072077;62052504098.35
202551;5;1;3;10273;567259197.77
202551;5;2;2;2400843;76130840079.18
202551;5;3;2;80321;1574449697.29
202551;5;3;3;1568;36388183.68
202551;5;3;5;2;11200
202551;5;3;6;63;2556995.46
