SemanaId;OrganizacionId;TipoOperacionId;EstadoId;Cantidad;Volumen
202536;22;2;2;5;53687444.28
202536;24;1;2;7707;577692972.53
202536;24;1;3;186;7253089.89
202536;24;2;2;8662;500733465.55
202536;24;3;2;318;6064604.13
202536;24;3;3;23;805035.44
202536;24;3;6;7;874416.39
202536;24;4;2;3;168713
202536;24;5;2;3;168713
202536;25;1;2;8;10
202536;25;2;2;11;10084.22
202536;25;4;2;2;5074.61
202536;25;5;2;2;5074.61
202536;28;1;2;3;98345735.80
202536;28;2;2;238;99976373.96
202536;29;2;2;2;330000
202536;29;3;2;3;28970
202536;30;1;2;2;1067469.44
202536;30;2;2;30;1897473.11
202536;30;4;2;4;1397837.55
202536;30;5;2;4;1397837.55
202536;31;2;2;9;89.63
202536;32;1;2;2;5100
202536;32;2;2;2;2193.55
202536;32;3;2;3;2015
202536;32;4;2;10;1615
202536;32;5;2;10;1615
202536;33;2;2;2;305000
202537;4;1;2;43810;11958569978.83
202537;4;1;3;95;105716461.12
202537;4;2;2;74390;15415132187.62
202537;4;3;2;2560;52568067.21
202537;4;3;3;58;2098056.13
202537;4;3;6;1;2000
202537;4;4;2;198;131665875.48
202537;4;5;2;198;131665875.48
202537;5;1;2;837404;40143997385.89
202537;5;1;3;2838;2071314416.46
202537;5;2;2;1767796;47101395354.36
202537;5;3;2;46921;734383193.12
202537;5;3;3;1122;22237973.77
202537;5;3;6;30;701599.87
202537;5;3;7;1;1000
202537;5;4;2;1017;69717308.81
202537;5;5;2;1017;69717308.81
202537;6;2;2;3;275000000
202537;6;3;2;10306;237184958.91
202537;6;3;3;441;14031231.25
202537;6;3;6;81;2784443.39
202537;8;1;2;2131;2244355510.23
202537;8;1;3;26;507386651.69
202537;8;2;2;25500;2267902937.93
202537;8;4;2;6;989603
202537;8;5;2;6;989603
202537;9;1;2;3261;39350974.54
202537;9;1;3;7;200551
202537;9;2;2;8660;94388909.68
202537;9;3;2;691;16543994.49
202537;9;3;3;8;158850
202537;9;3;6;1;54000
202537;9;4;2;44;1245129
202537;9;5;2;44;1245129
202537;9;7;2;9039;32522876
202537;13;1;2;1518;200051672.91
202537;13;1;3;13;205000
202537;13;2;2;152;150615090.21
202537;13;3;2;2;6490
202537;13;4;2;14;19335874
202537;13;5;2;14;19335874
202537;14;1;2;574;624204730.01
202537;14;1;3;3;85000
202537;14;2;2;770;624895545.08
202537;14;3;2;42;500947.06
202537;14;4;2;1409;653501713.02
202537;14;5;2;1409;653501713.02
202537;15;1;2;12055;1900276012.15
202537;15;1;3;62;10367370.84
202537;15;2;2;60444;1921498112.78
202537;15;3;2;5;17100
202537;15;4;2;1912;529038483.02
202537;15;5;2;1912;529038483.02
202537;16;1;2;20;252257.64
202537;16;1;3;9;11000
202537;16;2;2;7;134907.75
202537;16;3;2;81;4315998.16
202537;16;3;3;1;32.14
202537;18;2;2;256;309597868.56
202537;18;3;2;13796;297987583.11
202537;18;3;3;102;2760338.77
202537;18;3;6;8;361970.13
202537;18;3;7;2;60700
202537;19;1;2;22;6186535.07
202537;19;2;2;77;17946600
202537;20;1;2;72;20812830.28
202537;20;2;2;152;14148251.90
202537;20;9;2;53;2337913.29
202537;20;9;5;55;3595710.07
202537;20;10;2;30;9150.78
202537;22;1;2;5;58514637.34
202537;22;2;2;5;58514637.34
202537;24;1;2;8965;560484996.60
202537;24;1;3;12;1585100
202537;24;2;2;8625;439427138.59
202537;24;3;2;458;7703887.26
202537;24;3;3;11;502857.30
202537;24;3;6;9;530549.27
202537;24;4;2;6;21350
202537;24;5;2;6;21350
202537;25;1;2;10;10
202537;25;2;2;13;2394.85
202537;25;4;2;3;2384.85
202537;25;5;2;3;2384.85
202537;28;1;2;5;61981498
